Loxapine,Quetiapine
Methotrimeprazine,Quetiapine
Midazolam,Nitrazepam
Bromazepam,Cinolazepam
Cinolazepam,Diazepam
Cinolazepam,Flurazepam
Methotrimeprazine,Promazine
Clozapine,Quetiapine
Adinazolam,Temazepam
Bromazepam,Estazolam
Bromazepam,Prazepam
Bromazepam,Quazepam
Clotiazepam,Temazepam
Estazolam,Flurazepam
Estazolam,Temazepam
Flurazepam,Prazepam
Flurazepam,Quazepam
Prazepam,Temazepam
Quazepam,Temazepam
Methotrimeprazine,Ziprasidone
Nitrazepam,Temazepam
3-Methylfentanyl,Naltrexone
Adinazolam,Fludiazepam
Adinazolam,Halazepam
Alvimopan,Naltrexone
Apremilast,Crisaborole
Brimonidine,Tizanidine
Butorphanol,Naltrexone
Celecoxib,Valdecoxib
Chlorphenamine,Duloxetine
Clotiazepam,Fludiazepam
Clotiazepam,Halazepam
Doripenem,Mezlocillin
Fentanyl,Naltrexone
Fludiazepam,Quazepam
Halazepam,Quazepam
Heroin,Naltrexone
Hexocyclium,Oxyphencyclimine
Hexocyclium,Tiotropium
Hexocyclium,Tridihexethyl
Naltrexone,Remifentanil
Naltrexone,Sufentanil
Naratriptan,Rizatriptan
Oxyphencyclimine,Procyclidine
Phentolamine,Tamsulosin
Procyclidine,Tiotropium
Procyclidine,Tridihexethyl
Rizatriptan,Sumatriptan
Cinolazepam,Estazolam
Cinolazepam,Prazepam
Cinolazepam,Quazepam
Clozapine,Ziprasidone
Aripiprazole,Loxapine
Quazepam,Triazolam
Aripiprazole,Clozapine
Barbital,Pentobarbital
Butethal,Pentobarbital
Cinolazepam,Nitrazepam
Estazolam,Nitrazepam
Nitrazepam,Prazepam
Nitrazepam,Quazepam
Paliperidone,Risperidone
Aclidinium,Hexocyclium
Aclidinium,Procyclidine
Adinazolam,Oxazepam
Cefadroxil,Cephalexin
Cefadroxil,Dicloxacillin
Cefadroxil,Oxacillin
Cephalexin,Piperacillin
Clotiazepam,Oxazepam
Darifenacin,Hexocyclium
Darifenacin,Procyclidine
Dicloxacillin,Piperacillin
Estazolam,Oxazepam
Hexocyclium,Tolterodine
Hexocyclium,Trihexyphenidyl
Hexocyclium,Umeclidinium
Oxacillin,Piperacillin
Oxazepam,Prazepam
Oxazepam,Quazepam
Procyclidine,Tolterodine
Procyclidine,Trihexyphenidyl
Procyclidine,Umeclidinium
Bromazepam,Diazepam
Bromazepam,Temazepam
Diazepam,Flurazepam
Flurazepam,Temazepam
Nitrazepam,Oxazepam
