"3,4-Methylenedioxymethamphetamine",Iloperidone
"3,4-Methylenedioxymethamphetamine",Dopamine
"3,4-Methylenedioxymethamphetamine",Eletriptan
"3,4-Methylenedioxymethamphetamine",Orphenadrine
"3,4-Methylenedioxymethamphetamine",Zuclopenthixol
"3,4-Methylenedioxymethamphetamine",Quetiapine
Amoxapine,Chloroprocaine
Amoxapine,Estazolam
Amoxapine,Ethanol
Amoxapine,Etizolam
Amoxapine,Hexocyclium
Amoxapine,Prazepam
Amoxapine,Procyclidine
Amoxapine,Quazepam
Amoxapine,Tizanidine
Amoxapine,Triazolam
Aripiprazole,Chloroprocaine
Aripiprazole,Chlorphenamine
Asenapine,Memantine
Bepridil,Ibutilide
Memantine,Nortriptyline
Nortriptyline,Ondansetron
Agomelatine,Loxapine
Amantadine,Loxapine
Arbutamine,Loxapine
Esmirtazapine,Loxapine
GallamineTriethiodide,Loxapine
Loxapine,Salmeterol
Loxapine,Sotalol
Loxapine,Tapentadol
Loxapine,Terbutaline
Paliperidone,Tramadol
Tramadol,Yohimbine
4-Methoxyamphetamine,Chlorpromazine
4-Methoxyamphetamine,Pramipexole
4-Methoxyamphetamine,Promazine
4-Methoxyamphetamine,Ropinirole
Agmatine,Pramipexole
Agmatine,Risperidone
Agmatine,Ropinirole
Chlorpromazine,Disopyramide
Chlorpromazine,Eletriptan
Chlorpromazine,Orphenadrine
Cinnarizine,Ergotamine
Cinnarizine,Pramipexole
Cinnarizine,Ropinirole
Cocaine,Ergotamine
Ergotamine,Orphenadrine
Orphenadrine,Promazine
Orphenadrine,Risperidone
Risperidone,Terfenadine
Ephedra,Zonisamide
Adinazolam,Phenobarbital
Atropine,Halothane
Chlorprothixene,MMDA
Clotiazepam,Phenobarbital
Estazolam,Phenobarbital
Eszopiclone,Halothane
Fludiazepam,Methoxyflurane
Fludiazepam,Topiramate
Halazepam,Methoxyflurane
Halazepam,Topiramate
Halothane,Ketazolam
Halothane,Phenobarbital
Lisuride,MMDA
Lisuride,Paroxetine
Miconazole,Phenobarbital
Miconazole,Thioridazine
Phenobarbital,Prazepam
Phenobarbital,Quazepam
Phenobarbital,Triazolam
Clenbuterol,Mirtazapine
Etorphine,Mirtazapine
Memantine,Methotrimeprazine
Methadone,Mirtazapine
Mirtazapine,Ondansetron
Agomelatine,Amitriptyline
Amitriptyline,Brimonidine
Amitriptyline,Bupropion
Amitriptyline,Esmirtazapine
Amitriptyline,Fluspirilene
Amitriptyline,GallamineTriethiodide
Amitriptyline,LevomethadylAcetate
Amitriptyline,Rocuronium
Amitriptyline,Thiothixene
Amitriptyline,Trimebutine
Amitriptyline,Verapamil
Chlorphenamine,Clozapine
Chlorphenamine,Ziprasidone
Agmatine,Ephedra
Eletriptan,Maprotiline
Ephedra,Orphenadrine
Ephedra,Rotigotine
Ephedra,Zuclopenthixol
Maprotiline,Rotigotine
Bepridil,Nefazodone
Clomipramine,Dextromethorphan
Dextromethorphan,Escitalopram
Dextromethorphan,Trazodone
Etorphine,Mianserin
Ibutilide,Nefazodone
Memantine,Mianserin
Methadone,Trimipramine
Mianserin,Ondansetron
Mianserin,Trifluoperazine
Propafenone,Zonisamide
Triflupromazine,Trimipramine
Doxepin,Naratriptan
Doxepin,Penbutolol
Doxepin,Pimozide
Doxepin,Sulpiride
Doxepin,Sumatriptan
Iloperidone,MMDA
Iloperidone,Paroxetine
Methoxyflurane,Secobarbital
Methoxyflurane,Thiopental
MMDA,Paliperidone
MMDA,Yohimbine
Paliperidone,Paroxetine
Paroxetine,Yohimbine
Secobarbital,Topiramate
Thiopental,Topiramate
Bromocriptine,Memantine
Desipramine,Memantine
Desipramine,Ondansetron
Desipramine,Trifluoperazine
Memantine,Pergolide
4-Methoxyamphetamine,Dosulepin
4-Methoxyamphetamine,Lisuride
4-Methoxyamphetamine,Verapamil
Agmatine,Lisuride
Agmatine,Verapamil
Amiodarone,Imipramine
Chlorprothixene,Eletriptan
Chlorprothixene,Orphenadrine
Cinnarizine,Dosulepin
Cinnarizine,Lisuride
Cinolazepam,Phenobarbital
Dalfampridine,Imipramine
Dipivefrin,Imipramine
Disopyramide,Verapamil
Dosulepin,Eletriptan
Dosulepin,Rotigotine
EllagicAcid,Midostaurin
Ergotamine,Tiapride
Imipramine,Naratriptan
Imipramine,Penbutolol
Imipramine,Sulpiride
Imipramine,Sumatriptan
Terfenadine,Verapamil
Verapamil,Zuclopenthixol
Methamphetamine,Zonisamide
Amoxapine,Pentobarbital
Amiodarone,Asenapine
Asenapine,Chlorphenamine
Barbital,Methoxyflurane
Barbital,Topiramate
Butethal,Methoxyflurane
Butethal,Topiramate
Dipivefrin,Nortriptyline
Dopamine,MMDA
Ethanol,Oxazepam
Halothane,Methadone
Miconazole,Sertindole
Naratriptan,Nortriptyline
Nortriptyline,Penbutolol
Nortriptyline,Pimozide
Nortriptyline,Sulpiride
Nortriptyline,Sumatriptan
Agomelatine,Quetiapine
Amantadine,Quetiapine
Esmirtazapine,Quetiapine
Fluoxetine,Quetiapine
GallamineTriethiodide,Quetiapine
Ketazolam,Pentobarbital
Phenylpropanolamine,Quetiapine
Quetiapine,Verapamil
Amitriptyline,Amphetamine
Amitriptyline,Dopamine
4-Methoxyamphetamine,Iloperidone
4-Methoxyamphetamine,Paliperidone
4-Methoxyamphetamine,Yohimbine
Agmatine,Epinephrine
Agmatine,Iloperidone
Agmatine,Methamphetamine
Agmatine,Paliperidone
Agmatine,Yohimbine
Cinnarizine,Paliperidone
Cinnarizine,Yohimbine
Epinephrine,Rotigotine
Iloperidone,Orphenadrine
Iloperidone,Quinidine
Iloperidone,Terfenadine
Methamphetamine,Orphenadrine
Methamphetamine,Rotigotine
Methamphetamine,Zuclopenthixol
Orphenadrine,Paliperidone
Paliperidone,Quinidine
Paliperidone,Terfenadine
Amiodarone,Mirtazapine
Bromazepam,Ethanol
Chloroprocaine,Mirtazapine
Chlorphenamine,Methotrimeprazine
Diazepam,Ethanol
Ethanol,Flurazepam
Ethanol,Temazepam
Menthol,Mirtazapine
Mirtazapine,Naltrexone
Mirtazapine,Penbutolol
Acamprosate,Amoxapine
Agomelatine,Amoxapine
Agomelatine,Aripiprazole
Amantadine,Amoxapine
Amantadine,Aripiprazole
Amoxapine,Brimonidine
Amoxapine,Oxyphencyclimine
Amoxapine,Phenylpropanolamine
Amoxapine,Rizatriptan
Amoxapine,Rocuronium
Amoxapine,Stiripentol
Amoxapine,Tamsulosin
Amoxapine,Tapentadol
Amoxapine,Tiotropium
Amoxapine,Tridihexethyl
Aripiprazole,Esmirtazapine
Aripiprazole,Fluoxetine
Aripiprazole,GallamineTriethiodide
Aripiprazole,Phenylpropanolamine
Citalopram,Dextromethorphan
Dextromethorphan,Memantine
Dextromethorphan,Ondansetron
Dextromethorphan,Phentermine
Dextromethorphan,Remoxipride
Acepromazine,Verapamil
Chloroprocaine,Trimipramine
Dosulepin,Thioridazine
Escitalopram,Verapamil
Ethanol,Nitrazepam
Fludiazepam,Phenobarbital
Flunitrazepam,Methoxyflurane
Flunitrazepam,Topiramate
Halazepam,Phenobarbital
Menthol,Mianserin
Mianserin,Naltrexone
Mianserin,Penbutolol
