"3,4-Methylenedioxymethamphetamine",Ergotamine
"3,4-Methylenedioxymethamphetamine",Pramipexole
"3,4-Methylenedioxymethamphetamine",Ropinirole
"3,4-Methylenedioxymethamphetamine",Cariprazine
"3,4-Methylenedioxymethamphetamine",Cyproheptadine
"3,4-Methylenedioxymethamphetamine",Trazodone
"3,4-Methylenedioxymethamphetamine",Maprotiline
"3,4-Methylenedioxymethamphetamine",Chlorprothixene
"3,4-Methylenedioxymethamphetamine",Dosulepin
"3,4-Methylenedioxymethamphetamine",Lisuride
"3,4-Methylenedioxymethamphetamine",Loxapine
"3,4-Methylenedioxymethamphetamine",Citalopram
"3,4-Methylenedioxymethamphetamine",Nortriptyline
"3,4-Methylenedioxymethamphetamine",Sertindole
Aripiprazole,Naratriptan
Aripiprazole,Phentolamine
Aripiprazole,Sumatriptan
Aripiprazole,Tizanidine
Asenapine,Citalopram
Asenapine,Triflupromazine
Lurasidone,Nortriptyline
Nortriptyline,Succinylcholine
Nortriptyline,Triflupromazine
Aceprometazine,Iloperidone
Aceprometazine,Paliperidone
Adinazolam,Butalbital
Adinazolam,Secobarbital
Adinazolam,Talbutal
Adinazolam,Thiopental
Alcaftadine,Iloperidone
Alcaftadine,Paliperidone
Alimemazine,Iloperidone
Alimemazine,Paliperidone
Alprazolam,Butalbital
Alprazolam,Talbutal
Amisulpride,Paliperidone
Aripiprazole,Epinephrine
Armodafinil,Methamphetamine
Atenolol,Epinephrine
Atomoxetine,Doxepin
Benzatropine,Loxapine
Brimonidine,Loxapine
Bromodiphenhydramine,Iloperidone
Bromodiphenhydramine,Paliperidone
Buclizine,Iloperidone
Buclizine,Paliperidone
Buspirone,Doxepin
Butalbital,Chlordiazepoxide
Butalbital,Clotiazepam
Butalbital,Estazolam
Butalbital,Ethchlorvynol
Butalbital,Triazolam
Butalbital,Zaleplon
Carbinoxamine,Iloperidone
Carbinoxamine,Paliperidone
Carphenazine,Loxapine
Cetirizine,Iloperidone
Cetirizine,Paliperidone
Cevimeline,Doxepin
Chlordiazepoxide,Talbutal
Chloropyramine,Iloperidone
Chloropyramine,Paliperidone
Clotiazepam,Secobarbital
Clotiazepam,Talbutal
Clotiazepam,Thiopental
Cyclobenzaprine,Iloperidone
Cyclobenzaprine,Paliperidone
Cyclobenzaprine,Yohimbine
Dapiprazole,Doxepin
Debrisoquin,Methamphetamine
Deramciclane,Doxepin
Deserpidine,Methamphetamine
Desvenlafaxine,Doxepin
Dexfenfluramine,Doxepin
Dimenhydrinate,Iloperidone
Dimenhydrinate,Paliperidone
Dimetindene,Doxepin
Diphenhydramine,Doxepin
Doxepin,Doxylamine
Doxepin,Droperidol
Doxepin,Flavoxate
Doxepin,Guanfacine
Doxepin,Isopropamide
Doxepin,Levomilnacipran
Doxepin,Mesoridazine
Doxepin,Naphazoline
Doxepin,Protriptyline
Doxepin,Venlafaxine
Droxidopa,Methamphetamine
Droxidopa,Paliperidone
Droxidopa,Yohimbine
Duloxetine,Loxapine
Emedastine,Iloperidone
Emedastine,Paliperidone
Epinephrine,Esmolol
Epinephrine,Indacaterol
Epinephrine,Indoramin
Epinephrine,Levobetaxolol
Epinephrine,Lofexidine
Epinephrine,Mirabegron
Epinephrine,Nefazodone
Epinephrine,Olodaterol
Epinephrine,Orciprenaline
Epinephrine,Penbutolol
Epinephrine,Solabegron
Epinephrine,Tetryzoline
Estazolam,Talbutal
Ethchlorvynol,Talbutal
Fencamfamine,Methamphetamine
Fexofenadine,Iloperidone
Fexofenadine,Paliperidone
Flibanserin,Loxapine
Flumazenil,Secobarbital
Flumazenil,Thiopental
Fluvoxamine,Methamphetamine
Haloperidol,Loxapine
Iloperidone,Indoramin
Iloperidone,Levocetirizine
Iloperidone,Loratadine
Iloperidone,LysergicAcidDiethylamide
Iloperidone,Pheniramine
Iloperidone,Pimavanserin
Iloperidone,Pimozide
Iloperidone,Prochlorperazine
Iloperidone,Raclopride
Iloperidone,Ritanserin
Iloperidone,Sulpiride
Iloperidone,Tetryzoline
Iloperidone,Vilazodone
Levocetirizine,Paliperidone
Lofexidine,Methamphetamine
Lofexidine,Paliperidone
Lofexidine,Yohimbine
Loratadine,Paliperidone
Loxapine,Oxyphencyclimine
Loxapine,Phendimetrazine
Loxapine,Thiethylperazine
Loxapine,Thiothixene
Loxapine,Tiotropium
Loxapine,Tridihexethyl
LysergicAcidDiethylamide,Paliperidone
LysergicAcidDiethylamide,Yohimbine
Methamphetamine,Moclobemide
Methamphetamine,Propylhexedrine
Methamphetamine,Reboxetine
Methamphetamine,Reserpine
Methamphetamine,Viloxazine
Mibefradil,Pinaverium
Mibefradil,Trimethadione
Molindone,Paliperidone
Naratriptan,Paliperidone
Nefazodone,Yohimbine
Nicotine,Vecuronium
Paliperidone,Pheniramine
Paliperidone,Phentolamine
Paliperidone,Pimavanserin
Paliperidone,Ritanserin
Paliperidone,Sumatriptan
Paliperidone,Vilazodone
Penbutolol,Yohimbine
Pimavanserin,Yohimbine
Pimozide,Yohimbine
Prazepam,Secobarbital
Prazepam,Thiopental
Prochlorperazine,Yohimbine
Quazepam,Secobarbital
Quazepam,Thiopental
Raclopride,Yohimbine
Ritanserin,Yohimbine
Secobarbital,Zaleplon
Sulpiride,Yohimbine
Talbutal,Triazolam
Talbutal,Zaleplon
Thiopental,Zaleplon
Vilazodone,Yohimbine
4-Methoxyamphetamine,Amoxapine
Amoxapine,Cocaine
Amoxapine,Eletriptan
Chlorpromazine,Quinidine
Disopyramide,Promazine
Ergotamine,Quinidine
Ergotamine,Rotigotine
Promazine,Quinidine
Promazine,Rotigotine
Droxidopa,Mirtazapine
Methotrimeprazine,Nefazodone
