"3,4-Methylenedioxymethamphetamine",Acepromazine
"3,4-Methylenedioxymethamphetamine",Aceprometazine
"3,4-Methylenedioxymethamphetamine",Acetazolamide
"3,4-Methylenedioxymethamphetamine",Acetophenazine
"3,4-Methylenedioxymethamphetamine",Alcaftadine
"3,4-Methylenedioxymethamphetamine",Alfentanil
"3,4-Methylenedioxymethamphetamine",Alimemazine
"3,4-Methylenedioxymethamphetamine",Amisulpride
"3,4-Methylenedioxymethamphetamine",Amitriptyline
"3,4-Methylenedioxymethamphetamine",Aripiprazole
"3,4-Methylenedioxymethamphetamine",Asenapine
"3,4-Methylenedioxymethamphetamine",Astemizole
"3,4-Methylenedioxymethamphetamine",Brexpiprazole
"3,4-Methylenedioxymethamphetamine",Buclizine
"3,4-Methylenedioxymethamphetamine",Butorphanol
"3,4-Methylenedioxymethamphetamine",Carbinoxamine
"3,4-Methylenedioxymethamphetamine",Cariprazine
"3,4-Methylenedioxymethamphetamine",Cetirizine
"3,4-Methylenedioxymethamphetamine",Chloropyramine
"3,4-Methylenedioxymethamphetamine",Chlorphenamine
"3,4-Methylenedioxymethamphetamine",Chlorpromazine
"3,4-Methylenedioxymethamphetamine",Chlorprothixene
"3,4-Methylenedioxymethamphetamine",Cimetidine
"3,4-Methylenedioxymethamphetamine",Cinnarizine
"3,4-Methylenedioxymethamphetamine",Clomipramine
"3,4-Methylenedioxymethamphetamine",Clozapine
"3,4-Methylenedioxymethamphetamine",Cyclizine
"3,4-Methylenedioxymethamphetamine",Cyclobenzaprine
"3,4-Methylenedioxymethamphetamine",Cyproheptadine
"3,4-Methylenedioxymethamphetamine",Dapiprazole
"3,4-Methylenedioxymethamphetamine",Desipramine
"3,4-Methylenedioxymethamphetamine",Dextropropoxyphene
"3,4-Methylenedioxymethamphetamine",Dezocine
"3,4-Methylenedioxymethamphetamine",Dimenhydrinate
"3,4-Methylenedioxymethamphetamine",Dimetindene
"3,4-Methylenedioxymethamphetamine",Diphenhydramine
"3,4-Methylenedioxymethamphetamine",Diphenoxylate
"3,4-Methylenedioxymethamphetamine",Dosulepin
"3,4-Methylenedioxymethamphetamine",Doxepin
"3,4-Methylenedioxymethamphetamine",Doxylamine
"3,4-Methylenedioxymethamphetamine",Droperidol
"3,4-Methylenedioxymethamphetamine",Emedastine
"3,4-Methylenedioxymethamphetamine",Esmirtazapine
"3,4-Methylenedioxymethamphetamine",Ethopropazine
"3,4-Methylenedioxymethamphetamine",Ethylmorphine
"3,4-Methylenedioxymethamphetamine",Etorphine
"3,4-Methylenedioxymethamphetamine",Fencamfamine
"3,4-Methylenedioxymethamphetamine",Fentanyl
"3,4-Methylenedioxymethamphetamine",Fexofenadine
"3,4-Methylenedioxymethamphetamine",Flupentixol
"3,4-Methylenedioxymethamphetamine",Fluphenazine
"3,4-Methylenedioxymethamphetamine",Fluspirilene
"3,4-Methylenedioxymethamphetamine",Haloperidol
"3,4-Methylenedioxymethamphetamine",Heroin
"3,4-Methylenedioxymethamphetamine",Iloperidone
"3,4-Methylenedioxymethamphetamine",Imipramine
"3,4-Methylenedioxymethamphetamine",Isocarboxazid
"3,4-Methylenedioxymethamphetamine",Ketotifen
"3,4-Methylenedioxymethamphetamine",Levocetirizine
"3,4-Methylenedioxymethamphetamine",LevomethadylAcetate
"3,4-Methylenedioxymethamphetamine",Lithium
"3,4-Methylenedioxymethamphetamine",Loratadine
"3,4-Methylenedioxymethamphetamine",Loxapine
"3,4-Methylenedioxymethamphetamine",Lurasidone
"3,4-Methylenedioxymethamphetamine",Mesoridazine
"3,4-Methylenedioxymethamphetamine",Methadone
"3,4-Methylenedioxymethamphetamine",MethadylAcetate
"3,4-Methylenedioxymethamphetamine",Methotrimeprazine
"3,4-Methylenedioxymethamphetamine",Methyleneblue
"3,4-Methylenedioxymethamphetamine",Mianserin
"3,4-Methylenedioxymethamphetamine",Minaprine
"3,4-Methylenedioxymethamphetamine",Mirtazapine
"3,4-Methylenedioxymethamphetamine",Moclobemide
"3,4-Methylenedioxymethamphetamine",Molindone
"3,4-Methylenedioxymethamphetamine",Nizatidine
"3,4-Methylenedioxymethamphetamine",Nortriptyline
"3,4-Methylenedioxymethamphetamine",Ondansetron
"3,4-Methylenedioxymethamphetamine",Oxymorphone
"3,4-Methylenedioxymethamphetamine",Paliperidone
"3,4-Methylenedioxymethamphetamine",Pentazocine
"3,4-Methylenedioxymethamphetamine",Perospirone
"3,4-Methylenedioxymethamphetamine",Perphenazine
"3,4-Methylenedioxymethamphetamine",Pethidine
"3,4-Methylenedioxymethamphetamine",Phenelzine
"3,4-Methylenedioxymethamphetamine",Pheniramine
"3,4-Methylenedioxymethamphetamine",Phenobarbital
"3,4-Methylenedioxymethamphetamine",Phenytoin
"3,4-Methylenedioxymethamphetamine",Pimozide
"3,4-Methylenedioxymethamphetamine",Prochlorperazine
"3,4-Methylenedioxymethamphetamine",Promazine
"3,4-Methylenedioxymethamphetamine",Protriptyline
"3,4-Methylenedioxymethamphetamine",Quetiapine
"3,4-Methylenedioxymethamphetamine",Raclopride
"3,4-Methylenedioxymethamphetamine",Ranitidine
"3,4-Methylenedioxymethamphetamine",Rasagiline
"3,4-Methylenedioxymethamphetamine",Remifentanil
"3,4-Methylenedioxymethamphetamine",Remoxipride
"3,4-Methylenedioxymethamphetamine",Reserpine
"3,4-Methylenedioxymethamphetamine",Risperidone
"3,4-Methylenedioxymethamphetamine",Ritanserin
"3,4-Methylenedioxymethamphetamine",Roxatidineacetate
"3,4-Methylenedioxymethamphetamine",Selegiline
"3,4-Methylenedioxymethamphetamine",Sertindole
"3,4-Methylenedioxymethamphetamine",Sufentanil
"3,4-Methylenedioxymethamphetamine",Sulpiride
"3,4-Methylenedioxymethamphetamine",Tapentadol
"3,4-Methylenedioxymethamphetamine",Terfenadine
"3,4-Methylenedioxymethamphetamine",Tesmilifene
"3,4-Methylenedioxymethamphetamine",Thioridazine
"3,4-Methylenedioxymethamphetamine",Thiothixene
"3,4-Methylenedioxymethamphetamine",Tiapride
"3,4-Methylenedioxymethamphetamine",Tramadol
"3,4-Methylenedioxymethamphetamine",Tranylcypromine
"3,4-Methylenedioxymethamphetamine",Trifluoperazine
"3,4-Methylenedioxymethamphetamine",Triflupromazine
"3,4-Methylenedioxymethamphetamine",Trimipramine
"3,4-Methylenedioxymethamphetamine",Ziprasidone
